signal_ratio,seed,nbin,sigma_avg_SR,sigma_avg_bg4b_SR,sigma_avg_CR,sigma_avg_bg4b_CR,initialize_with_fvt,rejected_SR,rejected_bg4b_SR,rejected_CR,rejected_bg4b_CR
0.01,37,10,4.633329,4.60104,3.2087965,3.06909,False,True,True,True,True
0.01,37,20,3.2289252,3.2103026,2.4700944,2.360519,False,True,True,True,True
0.01,37,30,2.8508058,2.8366768,2.063868,1.9819229,False,True,True,True,True
0.01,37,50,2.4436781,2.4308991,1.9839613,1.9388678,False,True,True,True,False
0.01,37,100,2.0614843,2.0506055,1.7137948,1.6749598,False,True,True,False,False
0.01,37,200,1.8415133,1.837125,1.5957907,1.570892,False,False,False,False,False
0.02,37,10,8.121735,4.6873655,2.557432,2.931725,False,True,True,True,True
0.02,37,20,5.6585245,3.434588,2.0762403,2.2517138,False,True,True,True,True
0.02,37,30,4.706046,2.9320986,1.7981516,1.9441537,False,True,True,False,False
0.02,37,50,3.7853773,2.522181,1.7336181,1.8291961,False,True,True,False,False
0.02,37,100,2.875307,2.0623689,1.6501454,1.702864,False,True,True,False,False
0.02,37,200,2.2606616,1.7506224,1.5981712,1.6298321,False,True,False,False,False
0.0,38,10,6.2787375,6.2787375,1.7746502,1.7746502,False,True,True,False,False
0.0,38,20,4.4118085,4.4118085,1.7317991,1.7317991,False,True,True,False,False
0.0,38,30,3.6578546,3.6578546,1.8324858,1.8324858,False,True,True,False,False
0.0,38,50,2.9199357,2.9199357,1.638947,1.638947,False,True,True,False,False
0.0,38,100,2.2306876,2.2306876,1.5147333,1.5147333,False,True,True,False,False
0.0,38,200,1.849802,1.849802,1.5691507,1.5691507,False,False,False,False,False
0.01,38,10,8.729148,6.9081807,1.8768545,2.501076,False,True,True,False,True
0.01,38,20,6.1270614,4.8874745,1.4735538,1.9385849,False,True,True,False,False
0.01,38,30,5.078388,4.1338053,1.5394769,1.8561937,False,True,True,False,False
0.01,38,50,4.049229,3.341093,1.454042,1.6692864,False,True,True,False,False
0.01,38,100,3.0188525,2.546547,1.5028147,1.60873,False,True,True,False,False
0.01,38,200,2.3673844,2.0651922,1.5940828,1.6381239,False,True,True,False,False
0.02,38,10,5.279726,3.8731732,2.9859953,1.2733976,False,True,True,True,False
0.02,38,20,3.7163017,2.8249552,2.6631696,1.8698244,False,True,True,True,False
0.02,38,30,3.1000223,2.4120882,2.2088435,1.6183478,False,True,True,True,False
0.02,38,50,2.679806,2.1709092,1.9413434,1.5637847,False,True,True,False,False
0.02,38,100,2.0859985,1.774076,1.7468487,1.5615492,False,True,False,False,False
0.02,38,200,1.8032693,1.5998144,1.561028,1.4574821,False,False,False,False,False
0.0,39,10,4.6294923,4.6294923,2.6540508,2.6540508,False,True,True,True,True
0.0,39,20,3.5038638,3.5038638,2.144563,2.144563,False,True,True,True,True
0.0,39,30,3.0328908,3.0328908,2.108018,2.108018,False,True,True,True,True
0.0,39,50,2.4972067,2.4972067,1.8141128,1.8141128,False,True,True,False,False
0.0,39,100,2.1219893,2.1219893,1.5355811,1.5355811,False,True,True,False,False
0.0,39,200,1.7718261,1.7718261,1.4243343,1.4243343,False,False,False,False,False
0.01,39,10,5.354734,4.9360976,3.23923,2.9056249,False,True,True,True,True
0.01,39,20,4.0498323,3.7968094,2.283465,2.060472,False,True,True,True,True
0.01,39,30,3.372078,3.1579287,2.0701332,1.8966854,False,True,True,True,False
0.01,39,50,2.7200904,2.5665157,1.8297462,1.690498,False,True,True,False,False
0.01,39,100,2.1216524,2.0151327,1.6740423,1.6139586,False,True,True,False,False
0.01,39,200,1.798011,1.7384212,1.5524498,1.5181816,False,False,False,False,False
0.02,39,10,13.710823,7.441578,1.8645943,1.7458816,False,True,True,False,False
0.02,39,20,9.5383415,5.1316686,1.8127588,1.724319,False,True,True,False,False
0.02,39,30,7.9068775,4.328973,1.7494639,1.676686,False,True,True,False,False
0.02,39,50,6.252119,3.4456708,1.6103884,1.5716516,False,True,True,False,False
0.02,39,100,4.5418386,2.6311538,1.5323691,1.5008872,False,True,True,False,False
0.02,39,200,3.4025197,2.1533668,1.413082,1.3981041,False,True,True,False,False
0.0,40,10,7.1384687,7.1384687,3.866286,3.866286,False,True,True,True,True
0.0,40,20,5.0683856,5.0683856,2.874121,2.874121,False,True,True,True,True
0.0,40,30,4.194324,4.194324,2.4315572,2.4315572,False,True,True,True,True
0.0,40,50,3.3480763,3.3480763,2.1312416,2.1312416,False,True,True,True,True
0.0,40,100,2.599498,2.599498,1.8415319,1.8415319,False,True,True,False,False
0.0,40,200,2.108447,2.108447,1.6370854,1.6370854,False,True,True,False,False
0.01,40,10,8.035814,5.755139,2.121937,2.4464974,False,True,True,True,True
0.01,40,20,5.6219983,4.0510125,2.0475883,2.1762056,False,True,True,True,True
0.01,40,30,4.553271,3.2886138,1.6671889,1.7670511,False,True,True,False,False
0.01,40,50,3.6432266,2.7216015,1.8070385,1.8685977,False,True,True,False,False
0.01,40,100,2.701509,2.0766363,1.6074195,1.6439269,False,True,True,False,False
0.01,40,200,2.1383598,1.7528534,1.3923305,1.4116739,False,True,False,False,False
0.02,40,10,10.848976,5.367548,1.8606308,2.631107,False,True,True,False,True
0.02,40,20,7.559274,3.9154751,2.2419431,2.6364799,False,True,True,True,True
0.02,40,30,6.1649957,3.2658737,2.079934,2.3564935,False,True,True,True,True
0.02,40,50,4.88655,2.7148907,1.8811584,2.0742435,False,True,True,False,True
0.02,40,100,3.565115,2.0935798,1.7972664,1.9081193,False,True,True,False,False
0.02,40,200,2.7549062,1.8096116,1.7082121,1.7756175,False,True,False,False,False
0.0,41,10,7.58878,7.58878,2.3977764,2.3977764,False,True,True,True,True
0.0,41,20,5.312989,5.312989,2.070056,2.070056,False,True,True,True,True
0.0,41,30,4.468137,4.468137,2.122801,2.122801,False,True,True,True,True
0.0,41,50,3.475249,3.475249,1.7319477,1.7319477,False,True,True,False,False
0.0,41,100,2.739337,2.739337,1.6601926,1.6601926,False,True,True,False,False
0.0,41,200,2.1652827,2.1652827,1.5604736,1.5604736,False,True,True,False,False
0.01,41,10,8.084231,7.2132654,2.5336654,2.5675616,False,True,True,True,True
0.01,41,20,5.6571317,5.0977716,1.9120419,1.981665,False,True,True,False,True
0.01,41,30,4.649286,4.1981554,1.6302539,1.6761189,False,True,True,False,False
0.01,41,50,3.7127137,3.3847287,1.6499833,1.6806831,False,True,True,False,False
0.01,41,100,2.7442703,2.5236683,1.4723673,1.4888647,False,True,True,False,False
0.01,41,200,2.178501,2.0419977,1.463421,1.4760602,False,True,True,False,False
0.02,41,10,8.004612,4.1592784,2.5335665,3.133976,False,True,True,True,True
0.02,41,20,5.652721,3.0736458,1.9378949,2.3337307,False,True,True,False,True
0.02,41,30,4.657934,2.622098,1.8063403,2.1136642,False,True,True,False,True
0.02,41,50,3.6690965,2.1880097,1.7012105,1.894584,False,True,True,False,False
0.02,41,100,2.7808251,1.8455048,1.5287406,1.6351992,False,True,False,False,False
0.02,41,200,2.1804397,1.6054622,1.479806,1.5371397,False,True,False,False,False
0.0,42,10,9.638654,9.638654,3.1677613,3.1677613,False,True,True,True,True
0.0,42,20,7.121961,7.121961,2.554853,2.554853,False,True,True,True,True
0.0,42,30,5.7894597,5.7894597,2.1571827,2.1571827,False,True,True,True,True
0.0,42,50,4.721965,4.721965,1.9975363,1.9975363,False,True,True,True,True
0.0,42,100,3.5083447,3.5083447,1.6634704,1.6634704,False,True,True,False,False
0.0,42,200,2.6743593,2.6743593,1.5291853,1.5291853,False,True,True,False,False
0.01,42,10,9.338277,7.7815986,1.3615717,1.8549262,False,True,True,False,False
0.01,42,20,6.550862,5.5605874,1.6471792,1.9308503,False,True,True,False,False
0.01,42,30,5.491766,4.6740556,1.5136175,1.7197272,False,True,True,False,False
0.01,42,50,4.401169,3.7996633,1.4399371,1.5647976,False,True,True,False,False
0.01,42,100,3.2881484,2.8757215,1.5279394,1.581138,False,True,True,False,False
0.01,42,200,2.5544918,2.289459,1.4431231,1.4726448,False,True,True,False,False
0.02,42,10,14.879752,9.09303,2.9822605,2.63017,False,True,True,True,True
0.02,42,20,10.257876,6.3087463,2.4203749,2.2218592,False,True,True,True,True
0.02,42,30,8.344347,5.170791,2.157897,2.0069785,False,True,True,True,True
0.02,42,50,6.4702563,4.0716577,1.8438005,1.7403436,False,True,True,False,False
0.02,42,100,4.6594424,3.015624,1.6330625,1.5763906,False,True,True,False,False
0.02,42,200,3.4594276,2.3294759,1.53758,1.5041976,False,True,True,False,False
0.0,43,10,4.6082664,4.6082664,2.9529955,2.9529955,False,True,True,True,True
0.0,43,20,3.307458,3.307458,2.8663433,2.8663433,False,True,True,True,True
0.0,43,30,2.9536254,2.9536254,2.3711402,2.3711402,False,True,True,True,True
0.0,43,50,2.5882895,2.5882895,2.1364594,2.1364594,False,True,True,True,True
0.0,43,100,1.9614125,1.9614125,1.7838782,1.7838782,False,True,True,False,False
0.0,43,200,1.7851588,1.7851588,1.8193623,1.8193623,False,False,False,False,False
0.01,43,10,3.956927,3.5766351,2.2444913,3.4383116,False,True,True,True,True
0.01,43,20,2.8815675,2.614939,1.9822469,2.731101,False,True,True,True,True
0.01,43,30,2.5099208,2.2936227,2.105186,2.6132128,False,True,True,True,True
0.01,43,50,2.0988333,1.9360836,1.5603049,1.9807842,False,True,False,False,True
0.01,43,100,1.8139799,1.7161306,1.5567862,1.7976353,False,False,False,False,False
0.01,43,200,1.6904732,1.6377301,1.4994761,1.6365814,False,False,False,False,False
0.02,43,10,3.364195,3.377017,2.3921845,4.4417453,False,True,True,True,True
0.02,43,20,2.551699,2.6141424,1.9375561,3.2953243,False,True,True,False,True
0.02,43,30,2.3443964,2.3641844,2.181036,3.0714896,False,True,True,True,True
0.02,43,50,2.0004623,2.0082777,1.9018205,2.548407,False,True,True,False,True
0.02,43,100,1.7434043,1.7506256,1.5674105,1.9598852,False,False,False,False,False
0.02,43,200,1.602668,1.6033028,1.5792879,1.7970257,False,False,False,False,False
0.0,44,10,10.645512,10.645512,2.088253,2.088253,False,True,True,True,True
0.0,44,20,7.387645,7.387645,1.7622864,1.7622864,False,True,True,False,False
0.0,44,30,6.125033,6.125033,1.4606644,1.4606644,False,True,True,False,False
0.0,44,50,4.840516,4.840516,1.570291,1.570291,False,True,True,False,False
0.0,44,100,3.60667,3.60667,1.4499274,1.4499274,False,True,True,False,False
0.0,44,200,2.7824266,2.7824266,1.4718605,1.4718605,False,True,True,False,False
0.01,44,10,9.536448,7.2675114,1.5743293,2.090798,False,True,True,False,True
0.01,44,20,6.7061853,5.184245,1.7681602,1.9948089,False,True,True,False,True
0.01,44,30,5.489503,4.2706046,1.5765855,1.7498785,False,True,True,False,False
0.01,44,50,4.3132772,3.3827436,1.5903145,1.6952772,False,True,True,False,False
0.01,44,100,3.206583,2.5811734,1.5780665,1.6299354,False,True,True,False,False
0.01,44,200,2.4882748,2.086568,1.5984073,1.6226354,False,True,True,False,False
0.02,44,10,11.2266865,5.2200465,2.6378982,2.9470663,False,True,True,True,True
0.02,44,20,7.801745,3.7232044,2.0755408,2.2598894,False,True,True,True,True
0.02,44,30,6.3891296,3.1954012,1.9716973,2.116462,False,True,True,True,True
0.02,44,50,4.992339,2.576636,1.8210074,1.8984114,False,True,True,False,False
0.02,44,100,3.605825,2.0060604,1.7987044,1.8348198,False,True,True,False,False
0.02,44,200,2.7610755,1.7692707,1.6379219,1.660618,False,True,False,False,False
0.0,45,10,6.290416,6.290416,2.5287688,2.5287688,False,True,True,True,True
0.0,45,20,4.4302773,4.4302773,1.9418417,1.9418417,False,True,True,False,False
0.0,45,30,3.6766179,3.6766179,2.181283,2.181283,False,True,True,True,True
0.0,45,50,2.9996045,2.9996045,1.720294,1.720294,False,True,True,False,False
0.0,45,100,2.384889,2.384889,1.6806091,1.6806091,False,True,True,False,False
0.0,45,200,2.001532,2.001532,1.4554558,1.4554558,False,True,True,False,False
0.01,45,10,3.495853,1.688915,2.9564557,3.50788,False,True,False,True,True
0.01,45,20,2.6424453,1.4524075,2.644707,2.8881977,False,True,False,True,True
0.01,45,30,2.405401,1.6339461,2.3863277,2.577297,False,True,False,True,True
0.01,45,50,2.021604,1.5004586,2.1188257,2.243707,False,True,False,True,True
0.01,45,100,1.8615183,1.5957084,1.8153437,1.8989655,False,False,False,False,False
0.01,45,200,1.713917,1.5598564,1.6583933,1.7045851,False,False,False,False,False
0.02,45,10,10.843104,4.273653,2.0003557,2.4827526,False,True,True,True,True
0.02,45,20,7.607801,3.2056344,1.8132092,2.1006525,False,True,True,False,True
0.02,45,30,6.223203,2.787757,1.8476815,2.034804,False,True,True,False,True
0.02,45,50,4.821317,2.2346327,1.7135993,1.8398432,False,True,True,False,False
0.02,45,100,3.6323185,1.9377539,1.5730413,1.6416353,False,True,False,False,False
0.02,45,200,2.7862368,1.7338879,1.5255113,1.5644927,False,True,False,False,False
0.0,46,10,4.6042457,4.6042457,3.019573,3.019573,False,True,True,True,True
0.0,46,20,3.3170865,3.3170865,2.3452623,2.3452623,False,True,True,True,True
0.0,46,30,2.9797592,2.9797592,1.9741368,1.9741368,False,True,True,True,True
0.0,46,50,2.4046533,2.4046533,1.8850086,1.8850086,False,True,True,False,False
0.0,46,100,2.0070584,2.0070584,1.6329612,1.6329612,False,True,True,False,False
0.0,46,200,1.8068264,1.8068264,1.4992708,1.4992708,False,False,False,False,False
0.01,46,10,8.169192,6.7002153,2.0318055,2.2156222,False,True,True,True,True
0.01,46,20,5.8597856,4.8253236,1.6885164,1.7668892,False,True,True,False,False
0.01,46,30,4.768112,3.9511392,1.7394704,1.7967459,False,True,True,False,False
0.01,46,50,3.7229788,3.099968,1.8220583,1.8615259,False,True,True,False,False
0.01,46,100,2.7918708,2.3952467,1.6419344,1.6576943,False,True,True,False,False
0.01,46,200,2.304556,2.06109,1.5612836,1.5650887,False,True,True,False,False
0.02,46,10,10.539839,4.211776,3.5876355,3.8087454,False,True,True,True,True
0.02,46,20,7.3929286,3.1100621,3.1471283,3.267538,False,True,True,True,True
0.02,46,30,6.0607924,2.7013032,2.582771,2.6534956,False,True,True,True,True
0.02,46,50,4.7575746,2.3044672,2.2178857,2.2762637,False,True,True,True,True
0.02,46,100,3.547582,1.8887864,1.9401336,1.9755535,False,True,False,False,True
0.02,46,200,2.706415,1.6255498,1.676463,1.6967684,False,True,False,False,False
0.0,47,10,6.448391,6.448391,1.968078,1.968078,False,True,True,True,True
0.0,47,20,4.610883,4.610883,1.8316138,1.8316138,False,True,True,False,False
0.0,47,30,3.7842577,3.7842577,1.7842066,1.7842066,False,True,True,False,False
0.0,47,50,3.0575466,3.0575466,1.8003118,1.8003118,False,True,True,False,False
0.0,47,100,2.4619288,2.4619288,1.5097157,1.5097157,False,True,True,False,False
0.0,47,200,1.910589,1.910589,1.5478617,1.5478617,False,False,False,False,False
0.01,47,10,6.3001475,5.101961,2.7906811,3.6572273,False,True,True,True,True
0.01,47,20,4.405941,3.6496637,2.2687206,2.845754,False,True,True,True,True
0.01,47,30,3.5791109,2.9574747,1.9855229,2.44746,False,True,True,True,True
0.01,47,50,2.93169,2.46202,1.6660328,1.9915769,False,True,True,False,True
0.01,47,100,2.2341352,1.9258064,1.6205441,1.7912967,False,True,False,False,False
0.01,47,200,1.874112,1.6897453,1.5700098,1.656179,False,False,False,False,False
0.02,47,10,11.737988,4.74342,3.0367355,2.6034062,False,True,True,True,True
0.02,47,20,8.6857195,3.6299686,2.4751542,2.1871622,False,True,True,True,True
0.02,47,30,7.1758485,3.0585983,2.3152277,2.1182506,False,True,True,True,True
0.02,47,50,5.8006034,2.7154863,2.0176246,1.8801384,False,True,True,True,False
0.02,47,100,4.2649226,2.1108763,1.7743852,1.6953561,False,True,True,False,False
0.02,47,200,3.251876,1.8219374,1.64245,1.5999311,False,True,False,False,False
0.0,48,10,6.6840487,6.6840487,2.2599323,2.2599323,False,True,True,True,True
0.0,48,20,5.02032,5.02032,1.6953884,1.6953884,False,True,True,False,False
0.0,48,30,4.069632,4.069632,1.6232634,1.6232634,False,True,True,False,False
0.0,48,50,3.2845929,3.2845929,1.7164187,1.7164187,False,True,True,False,False
0.0,48,100,2.6005712,2.6005712,1.6550009,1.6550009,False,True,True,False,False
0.0,48,200,2.1746736,2.1746736,1.5411582,1.5411582,False,True,True,False,False
0.01,48,10,4.1170025,3.8423414,2.2632434,3.3265705,False,True,True,True,True
0.01,48,20,2.9889524,2.7790244,1.6619114,2.3705966,False,True,True,False,True
0.01,48,30,2.672354,2.5081503,1.5611079,2.0998595,False,True,True,False,True
0.01,48,50,2.2520297,2.1370723,1.5501813,1.8753241,False,True,True,False,False
0.01,48,100,1.8850092,1.814087,1.5564269,1.7208178,False,False,False,False,False
0.01,48,200,1.6966265,1.6538426,1.4710965,1.5657192,False,False,False,False,False
0.02,48,10,10.1588745,2.6119237,2.6614242,3.208629,False,True,True,True,True
0.02,48,20,7.428342,2.0887036,2.0540087,2.3824244,False,True,True,True,True
0.02,48,30,6.075562,1.8922179,1.689323,1.9745109,False,True,False,False,True
0.02,48,50,4.9266753,1.7216783,1.7704552,1.9478226,False,True,False,False,False
0.02,48,100,3.721555,1.4545037,1.6921018,1.7822411,False,True,False,False,False
0.02,48,200,2.8925548,1.4166626,1.4862663,1.5338994,False,True,False,False,False
0.0,49,10,5.8471766,5.8471766,2.7134519,2.7134519,False,True,True,True,True
0.0,49,20,4.2456923,4.2456923,1.9387548,1.9387548,False,True,True,False,False
0.0,49,30,3.5435722,3.5435722,1.7169033,1.7169033,False,True,True,False,False
0.0,49,50,2.855687,2.855687,1.7352549,1.7352549,False,True,True,False,False
0.0,49,100,2.3532343,2.3532343,1.6097529,1.6097529,False,True,True,False,False
0.0,49,200,1.9920063,1.9920063,1.5643722,1.5643722,False,True,True,False,False
0.01,49,10,4.916401,3.7708333,3.4202957,3.1400006,False,True,True,True,True
0.01,49,20,3.609932,2.9031231,2.5376952,2.38256,False,True,True,True,True
0.01,49,30,2.936652,2.3718574,2.1175106,2.0001097,False,True,True,True,True
0.01,49,50,2.4505193,2.049075,1.9282223,1.8540573,False,True,True,False,False
0.01,49,100,2.0407004,1.8055528,1.6324366,1.5854543,False,True,False,False,False
0.01,49,200,1.7130226,1.5732571,1.5666214,1.541018,False,False,False,False,False
0.02,49,10,8.779739,3.2317169,3.4906323,3.6181943,False,True,True,True,True
0.02,49,20,6.1470437,2.4467726,2.5819604,2.6471012,False,True,True,True,True
0.02,49,30,5.0629263,2.1173828,2.3680456,2.4130585,False,True,True,True,True
0.02,49,50,3.947962,1.7603168,1.8868726,1.9178168,False,True,False,False,False
0.02,49,100,2.9782157,1.6009402,1.7675188,1.78636,False,True,False,False,False
0.02,49,200,2.3147032,1.4568498,1.6302719,1.6351761,False,True,False,False,False
0.0,50,10,5.027859,5.027859,1.8276923,1.8276923,False,True,True,False,False
0.0,50,20,3.5977504,3.5977504,1.4615068,1.4615068,False,True,True,False,False
0.0,50,30,2.9696279,2.9696279,1.3478767,1.3478767,False,True,True,False,False
0.0,50,50,2.5193052,2.5193052,1.3561703,1.3561703,False,True,True,False,False
0.0,50,100,2.05304,2.05304,1.312709,1.312709,False,True,True,False,False
0.0,50,200,1.860906,1.860906,1.3646734,1.3646734,False,False,False,False,False
0.01,50,10,4.427013,2.6096933,2.4833171,2.350073,False,True,True,True,True
0.01,50,20,3.418058,2.3228326,1.6177387,1.4924012,False,True,True,False,False
0.01,50,30,2.8020453,1.9314876,1.4577832,1.3695741,False,True,False,False,False
0.01,50,50,2.452912,1.8997222,1.3305517,1.2940058,False,True,False,False,False
0.01,50,100,2.0311513,1.6961589,1.4922276,1.4718722,False,True,False,False,False
0.01,50,200,1.8397535,1.6714618,1.5004463,1.4855025,False,False,False,False,False
0.02,50,10,11.296548,5.843946,3.4367304,2.5312948,False,True,True,True,True
0.02,50,20,7.8771987,4.136345,2.9206574,2.4030051,False,True,True,True,True
0.02,50,30,6.385125,3.3527002,2.4062767,2.0049064,False,True,True,True,True
0.02,50,50,4.985676,2.6634219,2.1167295,1.8424178,False,True,True,True,False
0.02,50,100,3.7149196,2.1576169,1.7821606,1.6270624,False,True,True,False,False
0.02,50,200,2.8166347,1.8150681,1.6422226,1.5573554,False,True,False,False,False
0.0,1,10,2.4285839,2.4285839,1.5691756,1.5691756,True,True,True,False,False
0.0,1,20,1.8846748,1.8846748,1.6278265,1.6278265,True,False,False,False,False
0.0,1,30,1.8055124,1.8055124,1.8231403,1.8231403,True,False,False,False,False
0.0,1,50,1.8304597,1.8304597,1.7583373,1.7583373,True,False,False,False,False
0.0,1,100,1.5453725,1.5453725,1.5657845,1.5657845,True,False,False,False,False
0.0,1,200,1.5718126,1.5718126,1.5711803,1.5711803,True,False,False,False,False
0.01,1,10,1.5605408,1.5626876,2.05402,1.5640662,True,False,False,True,False
0.01,1,20,1.3897343,1.4422585,1.6728106,1.4008179,True,False,False,False,False
0.01,1,30,1.4799199,1.5334979,1.7122331,1.5297332,True,False,False,False,False
0.01,1,50,1.3483793,1.3919004,1.3821205,1.2512558,True,False,False,False,False
0.01,1,100,1.3486458,1.3581254,1.6122487,1.5540175,True,False,False,False,False
0.01,1,200,1.403487,1.4034958,1.5093395,1.4750265,True,False,False,False,False
0.02,1,10,5.9725504,1.3034859,2.7262204,2.8332903,True,True,False,True,True
0.02,1,20,4.183555,1.1638197,2.1192806,2.1763332,True,True,False,True,True
0.02,1,30,3.5280287,1.2772245,1.8553538,1.8819293,True,True,False,False,False
0.02,1,50,2.8407784,1.1909024,1.7657735,1.8047111,True,True,False,False,False
0.02,1,100,2.2434106,1.2407447,1.6605355,1.6733633,True,True,False,False,False
0.02,1,200,1.9281834,1.3393466,1.6171918,1.6221156,True,False,False,False,False
0.0,2,10,1.4309077,1.4309077,3.448399,3.448399,True,False,False,True,True
0.0,2,20,1.5070885,1.5070885,2.4327526,2.4327526,True,False,False,True,True
0.0,2,30,1.8296392,1.8296392,2.059187,2.059187,True,False,False,True,True
0.0,2,50,1.654578,1.654578,1.7589322,1.7589322,True,False,False,False,False
0.0,2,100,1.5717734,1.5717734,1.6532187,1.6532187,True,False,False,False,False
0.0,2,200,1.5499026,1.5499026,1.4730098,1.4730098,True,False,False,False,False
0.01,2,10,1.4277192,2.5090368,1.8211318,2.2980154,True,False,True,False,True
0.01,2,20,1.4805669,2.0248356,1.5896276,1.8579799,True,False,True,False,False
0.01,2,30,1.3497176,1.7596647,1.6548012,1.818749,True,False,False,False,False
0.01,2,50,1.7505984,1.9536285,1.6596338,1.7678899,True,False,False,False,False
0.01,2,100,1.4578028,1.5688937,1.5377685,1.5999146,True,False,False,False,False
0.01,2,200,1.3908907,1.4556212,1.52315,1.5475428,True,False,False,False,False
0.02,2,10,4.4784927,5.312879,1.6154367,1.7032967,True,True,True,False,False
0.02,2,20,3.556247,3.8604121,1.7962759,1.8198862,True,True,True,False,False
0.02,2,30,2.8311498,3.156244,1.6975936,1.7217039,True,True,True,False,False
0.02,2,50,2.4406562,2.6897204,1.4942827,1.5103958,True,True,True,False,False
0.02,2,100,1.9693828,2.1170375,1.4387814,1.457484,True,True,True,False,False
0.02,2,200,1.7767009,1.815875,1.4561863,1.4631381,True,False,False,False,False
0.0,3,10,3.1359653,3.1359653,1.8492377,1.8492377,True,True,True,False,False
0.0,3,20,2.1932952,2.1932952,1.5936879,1.5936879,True,True,True,False,False
0.0,3,30,2.003579,2.003579,1.7862502,1.7862502,True,True,True,False,False
0.0,3,50,1.7632924,1.7632924,1.4904366,1.4904366,True,False,False,False,False
0.0,3,100,1.6894084,1.6894084,1.5732259,1.5732259,True,False,False,False,False
0.0,3,200,1.6607122,1.6607122,1.4773524,1.4773524,True,False,False,False,False
0.01,3,10,2.4810154,2.724504,1.6468135,2.7444663,True,True,True,False,True
0.01,3,20,1.9261856,2.0594573,1.5048978,2.1522028,True,False,True,False,True
0.01,3,30,2.0025845,2.0688457,1.5409822,1.951152,True,True,True,False,False
0.01,3,50,1.7912414,1.8292819,1.7491047,1.9825501,True,False,False,False,True
0.01,3,100,1.7579225,1.7919626,1.5558963,1.6969014,True,False,False,False,False
0.01,3,200,1.5920596,1.599267,1.5998743,1.6592776,True,False,False,False,False
0.02,3,10,4.957421,2.8976774,2.3359408,2.4339736,True,True,True,True,True
0.02,3,20,3.7925348,2.3835754,1.7583265,1.8114642,True,True,True,False,False
0.02,3,30,3.330711,2.1589208,1.5768849,1.6266713,True,True,True,False,False
0.02,3,50,2.7470279,1.844287,1.5584805,1.598748,True,True,False,False,False
0.02,3,100,2.1421208,1.5543494,1.5482112,1.5616165,True,True,False,False,False
0.02,3,200,1.8933645,1.5264139,1.5136474,1.5230174,True,False,False,False,False
0.0,4,10,2.121486,2.121486,1.3299885,1.3299885,True,True,True,False,False
0.0,4,20,1.7779919,1.7779919,1.5726411,1.5726411,True,False,False,False,False
0.0,4,30,1.6993952,1.6993952,1.5776857,1.5776857,True,False,False,False,False
0.0,4,50,1.5671623,1.5671623,1.7168636,1.7168636,True,False,False,False,False
0.0,4,100,1.4228694,1.4228694,1.5709988,1.5709988,True,False,False,False,False
0.0,4,200,1.3888521,1.3888521,1.4316717,1.4316717,True,False,False,False,False
0.01,4,10,2.899762,3.031522,2.0871782,3.5544772,True,True,True,True,True
0.01,4,20,1.7224103,1.8711513,2.0051675,2.753333,True,False,False,True,True
0.01,4,30,1.8651317,1.9338262,2.0452929,2.5271459,True,False,False,True,True
0.01,4,50,1.818713,1.8867526,1.7969398,2.1643631,True,False,False,False,True
0.01,4,100,1.6701689,1.7053111,1.5854414,1.8045572,True,False,False,False,False
0.01,4,200,1.5416903,1.5630097,1.4995489,1.6307826,True,False,False,False,False
0.02,4,10,4.1358356,3.3060935,2.006637,3.4847214,True,True,True,True,True
0.02,4,20,3.008089,2.529923,1.6421616,2.5181968,True,True,True,False,True
0.02,4,30,2.6216242,2.216885,1.6060143,2.1944077,True,True,True,False,True
0.02,4,50,2.2279453,1.9964731,1.3066863,1.7526731,True,True,True,False,False
0.02,4,100,1.8614835,1.7043749,1.4011625,1.6308005,True,False,False,False,False
0.02,4,200,1.6712989,1.5968522,1.4621724,1.5827554,True,False,False,False,False
0.0,5,10,2.5929246,2.5929246,3.870651,3.870651,True,True,True,True,True
0.0,5,20,1.9487361,1.9487361,2.88297,2.88297,True,False,False,True,True
0.0,5,30,1.8556931,1.8556931,2.5884078,2.5884078,True,False,False,True,True
0.0,5,50,1.7775111,1.7775111,2.2749555,2.2749555,True,False,False,True,True
0.0,5,100,1.5134783,1.5134783,1.8799208,1.8799208,True,False,False,False,False
0.0,5,200,1.5990288,1.5990288,1.7487997,1.7487997,True,False,False,False,False
0.01,5,10,1.7098063,2.394432,1.8276292,0.7664218,True,False,True,False,False
0.01,5,20,1.6610252,2.0081065,1.8704313,1.477359,True,False,True,False,False
0.01,5,30,1.405316,1.6860867,1.4694201,1.1356381,True,False,False,False,False
0.01,5,50,1.2491304,1.4571902,1.6757406,1.5232193,True,False,False,False,False
0.01,5,100,1.2317283,1.323067,1.6807327,1.6007998,True,False,False,False,False
0.01,5,200,1.366705,1.400348,1.6438398,1.61275,True,False,False,False,False
0.02,5,10,8.525205,3.795729,2.1120033,2.6602664,True,True,True,True,True
0.02,5,20,5.972054,2.8651826,2.0043766,2.2721052,True,True,True,True,True
0.02,5,30,4.8642225,2.4099631,1.7758694,1.9817551,True,True,True,False,True
0.02,5,50,3.884863,2.0982785,1.6327919,1.7681922,True,True,True,False,False
0.02,5,100,2.8602235,1.6942933,1.6845579,1.7480812,True,True,False,False,False
0.02,5,200,2.2312648,1.5229127,1.5524752,1.5914499,True,True,False,False,False
0.0,6,10,2.6272182,2.6272182,2.1689606,2.1689606,True,True,True,True,True
